Date,Event,Fight,Fighter,Opponent,Url,Weight
2012-08-18,"Strikeforce Weigh-In Results: Ronda Rousey, Sarah Kaufman Make Weight",UndercardMiesha Tate (136) vs. Julie Kedzie (135),Julie Kedzie,Miesha Tate,https://www.mmafighting.com/strikeforce/2012/8/17/3250649/strikeforce-weigh-in-results-ronda-rousey-sarah-kaufman-make-weight,135.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Ken Stone (135) vs. Erik Perez (135),Ken Stone,Erik Perez,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,135.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Yushin Okami (185) vs. Buddy Roberts (184),Yushin Okami,Buddy Roberts,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,185.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Jared Hamman (184) vs. Michael Kuiper (185),Jared Hamman,Michael Kuiper,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,184.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Jared Hamman (184) vs. Michael Kuiper (185),Michael Kuiper,Jared Hamman,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,185.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Nik Lentz (145) vs. Eiji Mitsuoka (145),Nik Lentz,Eiji Mitsuoka,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,145.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Ken Stone (135) vs. Erik Perez (135),Erik Perez,Ken Stone,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,135.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Dustin Pague (136) vs. Chico Camus (135),Dustin Pague,Chico Camus,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,136.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Dustin Pague (136) vs. Chico Camus (135),Chico Camus,Dustin Pague,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,135.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,"Preliminary card
Dennis Bermudez (145) vs. Tommy Hayden (144)",Tommy Hayden,Dennis Bermudez,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,144.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Jake Shields (185) vs. Ed Herman (185),Ed Herman,Jake Shields,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,185.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Justin Lawrence (145) vs. Max Holloway (145),Max Holloway,Justin Lawrence,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,145.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Jake Shields (185) vs. Ed Herman (185),Jake Shields,Ed Herman,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,185.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Nik Lentz (145) vs. Eiji Mitsuoka (145),Eiji Mitsuoka,Nik Lentz,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,145.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Donald Cerrone (155) vs. Melvin Guillard (157.5),Melvin Guillard,Donald Cerrone,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,157.5
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Yushin Okami (185) vs. Buddy Roberts (184),Buddy Roberts,Yushin Okami,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,184.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Justin Lawrence (145) vs. Max Holloway (145),Justin Lawrence,Max Holloway,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,145.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,"Preliminary card
Dennis Bermudez (145) vs. Tommy Hayden (144)",Dennis Bermudez,Tommy Hayden,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,145.0
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,"of his purse. Half of that fine will go to Cerrone while the commission will take the other half.
Main card
Ben Henderson (154.4) vs. Frankie Edgar (154.6)",Benson Henderson,Frankie Edgar,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,154.4
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,"of his purse. Half of that fine will go to Cerrone while the commission will take the other half.
Main card
Ben Henderson (154.4) vs. Frankie Edgar (154.6)",Frankie Edgar,Ben Henderson,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,154.6
2012-08-11,UFC 150: Henderson vs. Edgar 2 Weigh-In Results,Donald Cerrone (155) vs. Melvin Guillard (157.5),Donald Cerrone,Melvin Guillard,https://www.mmafighting.com/2012/8/10/3234570/ufc-150-henderson-vs-edgar-2-weigh-in-results-mma-news,155.0
2012-08-04,UFC on FOX 4 Weigh-In Results,"fighters on the card made weight for the event.
Mauricio Rua (205) vs. Brandon Vera (203.8)",fighters on the card made weight for the event. Mauricio Rua,Brandon Vera,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,205.0
2012-08-04,UFC on FOX 4 Weigh-In Results,Joe Lauzon (155.8) vs. Jamie Varner (156),Joe Lauzon,Jamie Varner,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,155.8
2012-08-04,UFC on FOX 4 Weigh-In Results,Phil Davis (205.5) vs. Wagner Prado (205),Phil Davis,Wagner Prado,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,205.5
2012-08-04,UFC on FOX 4 Weigh-In Results,Cole Miller (145) vs. Nam Phan (145),Nam Phan,Cole Miller,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,145.0
2012-08-04,UFC on FOX 4 Weigh-In Results,Cole Miller (145) vs. Nam Phan (145),Cole Miller,Nam Phan,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,145.0
2012-08-04,UFC on FOX 4 Weigh-In Results,Mike Swick (170) vs. DaMarques Johnson (171),DaMarques Johnson,Mike Swick,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,171.0
2012-08-04,UFC on FOX 4 Weigh-In Results,Mike Swick (170) vs. DaMarques Johnson (171),Mike Swick,DaMarques Johnson,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,170.0
2012-08-04,UFC on FOX 4 Weigh-In Results,Joe Lauzon (155.8) vs. Jamie Varner (156),Jamie Varner,Joe Lauzon,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,156.0
2012-08-04,UFC on FOX 4 Weigh-In Results,Lyoto Machida (201) vs. Ryan Bader (205),Ryan Bader,Lyoto Machida,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,205.0
2012-08-04,UFC on FOX 4 Weigh-In Results,Lyoto Machida (201) vs. Ryan Bader (205),Lyoto Machida,Ryan Bader,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,201.0
2012-08-04,UFC on FOX 4 Weigh-In Results,"fighters on the card made weight for the event.
Mauricio Rua (205) vs. Brandon Vera (203.8)",Brandon Vera,fighters on the card made weight for the event. Mauricio Rua,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,203.8
2012-08-04,UFC on FOX 4 Weigh-In Results,Josh Grispi (146) vs. Rani Yahya (145.5),Rani Yahya,Josh Grispi,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,145.5
2012-08-04,UFC on FOX 4 Weigh-In Results,Phil De Fries (235) vs. Oli Thompson (232),Philip De Fries,Oli Thompson,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,235.0
2012-08-04,UFC on FOX 4 Weigh-In Results,Phil De Fries (235) vs. Oli Thompson (232),Oli Thompson,Phil De Fries,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,232.0
2012-08-04,UFC on FOX 4 Weigh-In Results,Ulysses Gomez (125.5) vs. John Moraga (125.5),Ulysses Gomez,John Moraga,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,125.5
2012-08-04,UFC on FOX 4 Weigh-In Results,Ulysses Gomez (125.5) vs. John Moraga (125.5),John Moraga,Ulysses Gomez,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,125.5
2012-08-04,UFC on FOX 4 Weigh-In Results,Phil Davis (205.5) vs. Wagner Prado (205),Wagner Prado,Phil Davis,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,205.0
2012-08-04,UFC on FOX 4 Weigh-In Results,Josh Grispi (146) vs. Rani Yahya (145.5),Josh Grispi,Rani Yahya,https://www.mmafighting.com/ufc/2012/8/3/3218708/ufc-on-fox-4-weigh-in-results-all-fighters-make-weight,146.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Cheick Kongo (231) vs. Shawn Jordan (250),Cheick Kongo,Shawn Jordan,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,231.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,"more than Kongo.
Main Card Urijah Faber (135) vs. Renan Barao (135)",Urijah Faber,Renan Barao,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,135.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,"more than Kongo.
Main Card Urijah Faber (135) vs. Renan Barao (135)",Renan Barao,Urijah Faber,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,135.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Hector Lombard (185.5) vs. Tim Boetsch (186),Hector Lombard,Tim Boetsch,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,185.5
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Hector Lombard (185.5) vs. Tim Boetsch (186),Tim Boetsch,Hector Lombard,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,186.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Chris Clements (170) vs. Matt Riddle (170.8),Matthew Riddle,Chris Clements,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,170.8
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Cheick Kongo (231) vs. Shawn Jordan (250),Shawn Jordan,Cheick Kongo,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,250.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Brian Ebersole (171) vs. James Head (170),Brian Ebersole,James Head,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,171.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Chris Clements (170) vs. Matt Riddle (170.8),Chris Clements,Matt Riddle,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,170.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Antonio Carvalho (145) vs. Daniel Pineda (145),Daniel Pineda,Antonio Carvalho,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,145.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Mitch Clarke (155) vs. Anton Kuivanen (156),Anton Kuivanen,Mitch Clarke,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,156.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Mitch Clarke (155) vs. Anton Kuivanen (156),Mitch Clarke,Anton Kuivanen,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,155.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Preliminary CardCourt McGee (185.5) vs. Nick Ring (185),Court McGee,Nick Ring,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,185.5
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Bryan Caraway (135.5) vs. Mitch Gagnon (135),Mitch Gagnon,Bryan Caraway,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,135.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Bryan Caraway (135.5) vs. Mitch Gagnon (135),Bryan Caraway,Mitch Gagnon,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,135.5
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Ryan Jimmo (205) vs. Anthony Perosh (205.5),Anthony Perosh,Ryan Jimmo,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,205.5
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Ryan Jimmo (205) vs. Anthony Perosh (205.5),Ryan Jimmo,Anthony Perosh,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,205.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Roland Delorme (135) vs. Francisco Rivera (136),Francisco Rivera,Roland Delorme,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,136.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Roland Delorme (135) vs. Francisco Rivera (136),Roland Delorme,Francisco Rivera,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,135.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Preliminary CardCourt McGee (185.5) vs. Nick Ring (185),Nick Ring,Court McGee,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,185.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Antonio Carvalho (145) vs. Daniel Pineda (145),Antonio Carvalho,Daniel Pineda,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,145.0
2012-07-21,UFC 149: Faber vs. Barao Weigh-In Results,Brian Ebersole (171) vs. James Head (170),James Head,Brian Ebersole,https://www.mmafighting.com/ufc/2012/7/20/3172556/ufc-149-faber-vs-barao-weigh-in-results,170.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,James TeHuna (205) vs. Joey Beltran (205),Joey Beltran,James TeHuna,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,205.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,T.J. Dillashaw (136) vs. Vaughan Lee (135),Vaughan Lee,T.J. Dillashaw,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,135.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Aaron Simpson (171) vs. Kenny Robertson (170),Aaron Simpson,Kenny Robertson,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,171.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Mark Munoz (186) vs. Chris Weidman (186),Chris Weidman,Mark Munoz,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,186.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,James TeHuna (205) vs. Joey Beltran (205),James Te-Huna,Joey Beltran,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,205.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Rafael dos Anjos (156) vs. Anthony Njokuani (156),Anthony Njokuani,Rafael dos Anjos,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,156.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Marcelo Guimares (171) vs. Dan Stittgen (170),Marcelo Guimaraes,Dan Stittgen,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,171.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Aaron Simpson (171) vs. Kenny Robertson (170),Kenny Robertson,Aaron Simpson,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,170.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Karlos Vemola (186) vs. Francis Carmont (186),Karlos Vemola,Francis Carmont,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,186.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Karlos Vemola (186) vs. Francis Carmont (186),Francis Carmont,Karlos Vemola,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,186.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Damacio Page (136) vs. Alex Caceres (136),Alex Caceres,Damacio Page,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,136.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Marcelo Guimares (171) vs. Dan Stittgen (170),Dan Stittgen,Marcelo Guimares,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,170.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Damacio Page (136) vs. Alex Caceres (136),Damacio Page,Alex Caceres,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,136.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Raphael Assuncao (136) vs. Issei Tamura (135),Issei Tamura,Raphael Assuncao,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,135.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,T.J. Dillashaw (136) vs. Vaughan Lee (135),TJ Dillashaw,Vaughan Lee,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,136.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Chris Cariaso (125) vs. Josh Ferguson (125),Chris Cariaso,Josh Ferguson,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,125.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Raphael Assuncao (136) vs. Issei Tamura (135),Raphael Assuncao,Issei Tamura,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,136.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Rafael dos Anjos (156) vs. Anthony Njokuani (156),Rafael Dos Anjos,Anthony Njokuani,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,156.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Mark Munoz (186) vs. Chris Weidman (186),Mark Munoz,Chris Weidman,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,186.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Rafael Natal (186) vs. Andrew Craig (185),Andrew Craig,Rafael Natal,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,185.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Rafael Natal (186) vs. Andrew Craig (185),Rafael Natal,Andrew Craig,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,186.0
2012-07-11,UFC on Fuel TV 4 Weigh-In Results: All Fighters Make Weight,Chris Cariaso (125) vs. Josh Ferguson (125),Josh Ferguson,Chris Cariaso,https://www.mmafighting.com/ufc/2012/7/10/3150277/ufc-on-fuel-tv-4-weigh-in-results-all-fighters-make-weight,125.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Dong Hyun Kim (170) vs. Demian Maia (170),Demian Maia,Dong Hyun Kim,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,170.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Ivan Menjivar (136) vs. Mike Easton (135),Mike Easton,Ivan Menjivar,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,135.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Ivan Menjivar (136) vs. Mike Easton (135),Ivan Menjivar,Mike Easton,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,136.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Chad Mendes (146) vs. Cody McKenzie (145),Cody McKenzie,Chad Mendes,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,145.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Chad Mendes (146) vs. Cody McKenzie (145),Chad Mendes,Cody McKenzie,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,146.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Rafaello Oliveira (156) vs. Yoislandy Izquierdo (156),Yoislandy Izquierdo,Rafaello Oliveira,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,156.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Forrest Griffin (204) vs. Tito Ortiz (204),Tito Ortiz,Forrest Griffin,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,204.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Gleison Tibau (155) vs. Khabib Nurmagomedov (155),Khabib Nurmagomedov,Gleison Tibau,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,155.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Dong Hyun Kim (170) vs. Demian Maia (170),Dong Hyun Kim,Demian Maia,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,170.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Melvin Guillard (155) vs. Fabricio Camoes (156),Fabricio Camoes,Melvin Guillard,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,156.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Cung Le (185) vs. Patrick Cote (185),Patrick Cote,Cung Le,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,185.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Cung Le (185) vs. Patrick Cote (185),Cung Le,Patrick Cote,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,185.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Anderson Silva (184) vs. Chael Sonnen (184),Anderson Silva,Chael Sonnen,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,184.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Anderson Silva (184) vs. Chael Sonnen (184),Chael Sonnen,Anderson Silva,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,184.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Forrest Griffin (204) vs. Tito Ortiz (204),Forrest Griffin,Tito Ortiz,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,204.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Melvin Guillard (155) vs. Fabricio Camoes (156),Melvin Guillard,Fabricio Camoes,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,155.0
2012-07-07,UFC 148 Weigh-In Results: Anderson Silva Hits Chael Sonnen,-Gleison Tibau (155) vs. Khabib Nurmagomedov (155),Gleison Tibau,Khabib Nurmagomedov,https://www.mmafighting.com/ufc/2012/7/6/3142224/ufc-148-weigh-in-results-anderson-silva-hits-chael-sonnen,155.0
